pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 231701 b,HD 231701,1,1,1,Radial Velocity,2007,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,141.63,0.067,-0.067,0.0,0.567,0.053,-0.053,0.0,,,,,,,,,,,,,,,,,359.1479,79.4575,-79.4575,0.0,1.13,0.25,-0.25,0.0,,,,,,,,,359.1479,79.4575,-79.4575,0.0,1.13,0.25,-0.25,0.0,Msini,,,,,0.13,0.032,-0.032,0.0,,,,,,,,,,,,,,,,,JD,0.0,39.2,1.2,-1.2,0.0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,F8 V,6101.0,,,0.0,1.53,0.2,-0.2,0.0,1.21,0.34,-0.34,0.0,0.05,,,0.0,[Fe/H],0.47,0.11,-0.11,0.0,,,,,3.43,0.71,-0.71,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m04.23s,293.017622,+16d28m27.68s,16.4743566,108.877,0.471,-0.467,8.97,0.03,-0.03,7.657,0.026,-0.026,8.83051,0.000288,-0.000288,2018-09-25,2018-11,2018-09-27
HD 31527 d,HD 31527,1,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,271.6737,2.1135,-2.2471,0.0,0.8098,0.0273,-0.0293,0.0,,,,,,,,,,,,,,,,,11.82,1.7,-1.64,0.0,0.0372,0.0053,-0.0052,0.0,,,,,,,,,11.82,1.7,-1.64,0.0,0.0372,0.0053,-0.0052,0.0,Msini,,,,,0.24,0.13,-0.13,0.0,,,,,,,,,,,,,,,,,BJD,0.0,1.25,0.17,-0.16,0.0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G2 V,5898.0,13.0,-13.0,0.0,,,,,0.96,,,0.0,-0.17,0.01,-0.01,0.0,[Fe/H],0.079,0.011,-0.011,0.0,4.45,0.02,-0.02,0.0,,,,,,,,,1.9,,,0.0,20.3,2.9,-2.9,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473,0.0408,-0.0408,7.49,0.03,-0.03,6.049,0.018,-0.018,7.33222,0.000169,-0.000169,2019-02-05,2019-02,2019-02-07
HD 34445 c,HD 34445,1,1,6,Radial Velocity,2017,Multiple Observatories,Published Confirmed,0,<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>,214.67,0.45,-0.45,0.0,0.7181,0.0049,-0.0049,0.0,,,,,,,,,,,,,,,,,53.5,5.0,-5.0,0.0,0.168,0.016,-0.016,0.0,,,,,,,,,53.5,5.0,-5.0,0.0,0.168,0.016,-0.016,0.0,Msini,,,,,0.036,0.071,-0.036,0.0,,,,,,,,,,,,,,,,,,0.0,5.45,0.5,-0.5,0.0,<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>,G0 V,5836.0,44.0,-44.0,0.0,1.38,0.08,-0.08,0.0,1.07,0.02,-0.02,0.0,0.14,0.04,-0.04,0.0,[Fe/H],0.303,0.041,-0.046,0.0,4.21,0.08,-0.08,0.0,8.5,2.0,-2.0,0.0,,,,,,,,,22.0,,,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907,0.0996,-0.0991,7.31,0.03,-0.03,5.79,0.023,-0.023,7.14947,0.000257,-0.000257,2017-10-23,2017-11,2017-10-26
HD 37124 b,HD 37124,1,1,3,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730...93W/abstract target=ref>Wright et al. 2011</a>,154.378,0.089,-0.089,0.0,0.53364,0.0002,-0.0002,0.0,,,,,,,,,,,,,,,,,214.53525,5.40311,-5.40311,0.0,0.675,0.017,-0.017,0.0,,,,,,,,,214.53525,5.40311,-5.40311,0.0,0.675,0.017,-0.017,0.0,Msini,,,,,0.054,0.028,-0.028,0.0,,,,,,,,,,,,,,,,,JD,0.0,28.5,0.78,-0.78,0.0,<a refstr=WRIGHT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730...93W/abstract target=ref>Wright et al. 2011</a>,G4 V,,,,,,,,,0.85,,,0.0,-0.44,,,0.0,[Fe/H],,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h37m02.40s,84.2599947,+20d43m44.32s,20.7289784,31.6634,0.076,-0.0757,7.68,0.03,-0.03,5.952,0.016,-0.016,7.47238,0.000351,-0.000351,2016-09-06,2011-04,2016-08-18
HD 40307 g,HD 40307,1,1,5,Radial Velocity,2013,La Silla Observatory,Published Confirmed,1,<a refstr=TUOMI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..48T/abstract target=ref> Tuomi et al. 2013 </a>,197.8,5.7,-9.0,0.0,0.6,0.034,-0.033,0.0,,,,,,,,,,,,,,,,,7.1,2.6,-2.6,0.0,0.0223,0.0082,-0.0082,0.0,,,,,,,,,7.1,2.6,-2.6,0.0,0.0223,0.0082,-0.0082,0.0,Msini,,,,,0.29,0.31,-0.29,0.0,,,,,,,,,,,,,,,,,,0.0,0.95,0.32,-0.3,0.0,<a refstr=TUOMI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..48T/abstract target=ref> Tuomi et al. 2013 </a>,K2.5 V,4956.0,50.0,-50.0,0.0,,,,,0.77,0.05,-0.05,0.0,-0.31,0.03,-0.03,0.0,[Fe/H],-0.639,0.06,-0.06,0.0,4.47,0.16,-0.16,0.0,4.5,,,0.0,,,,,1.0,,,1.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363,0.0047,-0.0046,7.17,0.03,-0.03,4.793,0.016,-0.016,6.84367,0.00026,-0.00026,2014-05-14,2013-01,2014-05-14
HD 42618 b,HD 42618,1,1,1,Radial Velocity,2016,Multiple Observatories,Published Confirmed,0,<a refstr=FULTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...46F/abstract target=ref>Fulton et al. 2016</a>,149.61,0.37,-0.34,0.0,0.554,0.011,-0.011,0.0,,,,,,,,,,,,,,,,,14.4,2.5,-2.4,0.0,0.04531,0.00787,-0.00755,0.0,,,,,,,,,14.4,2.5,-2.4,0.0,0.04531,0.00787,-0.00755,0.0,Msini,,,,,0.19,0.15,-0.12,0.0,3.16,0.61,-0.55,0.0,337.0,15.0,-16.0,0.0,,,,,,,,,,0.0,1.89,0.29,-0.28,0.0,<a refstr=FULTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...46F/abstract target=ref>Fulton et al. 2016</a>,G4 V,5727.0,60.0,-60.0,0.0,1.0,0.09,-0.09,0.0,1.01,0.06,-0.06,0.0,-0.09,0.04,-0.04,0.0,[Fe/H],-0.009,0.069,-0.083,0.0,4.44,0.07,-0.07,0.0,,,,,,,,,2.0,,,1.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m00.77s,93.0032173,+06d46m55.11s,6.7819742,24.3358,0.0249,-0.0247,6.87,0.023,-0.023,5.301,0.02,-0.02,6.68303,0.000318,-0.000318,2016-10-26,2016-10,2016-10-27
HD 45364 b,HD 45364,1,1,2,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=LI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..163L/abstract target=ref>Li et al. 2022</a>,225.79,0.81,-0.76,0.0,0.6793,0.0016,-0.0015,0.0,,,,,,,,,,,,,,,,,60.16492,1.97054,-2.00232,0.0,0.1893,0.0062,-0.0063,0.0,,,,,,,,,60.16492,1.97054,-2.00232,0.0,0.1893,0.0062,-0.0063,0.0,Msini,,,,,0.067,0.016,-0.016,0.0,,,,,,,,,,,,,,,,,BJD,0.0,7.23,0.24,-0.24,0.0,<a refstr=LI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..163L/abstract target=ref>Li et al. 2022</a>,K0 V,5466.0,59.0,-32.0,0.0,0.89,0.01,-0.02,0.0,0.82,0.05,-0.05,0.0,,,,,,-0.196,0.001,-0.001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h25m38.54s,96.4105736,-31d28m51.61s,-31.4810037,34.354,0.0376,-0.0375,8.08,0.03,-0.03,6.316,0.018,-0.018,7.88016,0.00029,-0.00029,2022-12-05,2022-10,2022-12-05
HD 45364 c,HD 45364,1,1,2,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=LI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..163L/abstract target=ref>Li et al. 2022</a>,345.43,0.54,-0.57,0.0,0.902,0.001,-0.001,0.0,,,,,,,,,,,,,,,,,174.4878,2.38371,-2.35193,0.0,0.549,0.0075,-0.0074,0.0,,,,,,,,,174.4878,2.38371,-2.35193,0.0,0.549,0.0075,-0.0074,0.0,Msini,,,,,0.019,0.011,-0.01,0.0,,,,,,,,,,,,,,,,,BJD,0.0,18.15,0.25,-0.24,0.0,<a refstr=LI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..163L/abstract target=ref>Li et al. 2022</a>,K0 V,5466.0,59.0,-32.0,0.0,0.89,0.01,-0.02,0.0,0.82,0.05,-0.05,0.0,,,,,,-0.196,0.001,-0.001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h25m38.54s,96.4105736,-31d28m51.61s,-31.4810037,34.354,0.0376,-0.0375,8.08,0.03,-0.03,6.316,0.018,-0.018,7.88016,0.00029,-0.00029,2022-12-05,2022-10,2022-12-05
HD 52265 b,HD 52265,1,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,119.27,0.02,-0.02,0.0,0.52,0.009,-0.009,0.0,,,,,,,,,,,,,,,,,384.5743,15.8915,-15.8915,0.0,1.21,0.05,-0.05,0.0,,,,,,,,,384.5743,15.8915,-15.8915,0.0,1.21,0.05,-0.05,0.0,Msini,,,,,0.27,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,0.0,42.97,0.7,-0.7,0.0,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,,6136.0,,,0.0,,,,,1.2,,,0.0,,,,,,,,,,4.36,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h00m17.91s,105.0746449,-05d22m00.53s,-5.3668142,29.9803,0.0424,-0.0423,6.29351,0.023,-0.023,4.953,0.017,-0.017,6.15257,0.0006094,-0.0006094,2019-03-11,2019-04,2019-03-14
HD 564 b,HD 564,1,1,1,Radial Velocity,2014,La Silla Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,492.3,2.3,-2.3,0.0,1.2,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,104.88,9.54,-9.54,0.0,0.33,0.03,-0.03,0.0,,,,,,,,,104.88,9.54,-9.54,0.0,0.33,0.03,-0.03,0.0,Msini,,,,,0.096,0.067,-0.067,0.0,,,,,,,,,,,,,,,,,,0.0,8.79,0.45,-0.45,0.0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,G2/G3 V,5902.0,61.0,-61.0,0.0,1.01,0.05,-0.05,0.0,0.96,0.05,-0.05,0.0,-0.2,0.05,-0.05,0.0,[Fe/H],,,,,4.53,0.1,-0.1,0.0,5.5,3.1,-3.1,0.0,,,,,2.0,,,1.0,,,,,11.46,0.38,-0.38,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h09m52.67s,2.4694459,-50d16m04.44s,-50.2678998,51.1659,0.0941,-0.0937,8.32,0.03,-0.03,6.893,0.021,-0.021,8.17077,0.000284,-0.000284,2015-01-08,2015-04,2015-01-08
HD 63765 b,HD 63765,1,1,1,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,358.0,1.0,-1.0,0.0,0.94,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,168.4499,9.5349,-9.5349,0.0,0.53,0.03,-0.03,0.0,,,,,,,,,168.4499,9.5349,-9.5349,0.0,0.53,0.03,-0.03,0.0,Msini,,,,,0.24,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,0.0,20.9,1.3,-1.3,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5449.0,11.0,-11.0,0.0,0.83,0.01,-0.01,0.0,0.65,0.01,-0.01,0.0,-0.16,,,0.0,[Fe/H],,,,,4.41,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h47m49.98s,116.9582617,-54d15m55.24s,-54.265345,32.5376,0.0328,-0.0328,8.1,0.03,-0.03,6.316,0.021,-0.021,7.90983,0.00029,-0.00029,2018-09-04,2017-03,2018-09-06
HD 69830 d,HD 69830,1,1,3,Radial Velocity,2006,La Silla Observatory,Published Confirmed,0,<a refstr=LOVIS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.441..305L/abstract target=ref> Lovis et al. 2006 </a>,197.0,3.0,-3.0,0.0,0.63,,,0.0,,,,,,,,,,,,,,,,,18.1,,,0.0,0.057,,,0.0,,,,,,,,,18.1,,,0.0,0.057,,,0.0,Msini,,,,,0.07,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,,0.0,2.2,0.19,-0.19,0.0,<a refstr=LOVIS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.441..305L/abstract target=ref> Lovis et al. 2006 </a>,,5385.0,20.0,-20.0,0.0,,,,,0.86,0.03,-0.03,0.0,-0.05,0.02,-0.02,0.0,[Fe/H],-0.22,0.02,-0.02,0.0,,,,,7.0,3.0,-3.0,0.0,,,,,1.1,0.5,-1.1,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m24.24s,124.6010091,-12d38m11.13s,-12.6364246,12.5591,0.0097,-0.0096,5.96004,0.023,-0.023,4.165,0.036,-0.036,5.75392,0.0009726,-0.0009726,2015-03-26,2006-05,2015-03-26
HD 79181 b,HD 79181,1,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=TENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASJ..tmp..128T/abstract target=ref>Teng et al. 2021</a>,273.1,1.3,-0.4,0.0,0.9,0.07,-0.08,0.0,,,,,,,,,,,,,,,,,203.41018,19.0697,-50.85255,0.0,0.64,0.06,-0.16,0.0,,,,,,,,,203.41018,19.0697,-50.85255,0.0,0.64,0.06,-0.16,0.0,Msini,,,,,0.259,0.067,-0.206,0.0,,,,,,,,,,,,,,,,,JD,0.0,17.7,1.6,-2.2,0.0,<a refstr=TENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASJ..tmp..128T/abstract target=ref>Teng et al. 2021</a>,G8 III,4862.0,,,0.0,11.06,0.44,-0.43,0.0,1.28,0.32,-0.28,0.0,-0.28,0.08,-0.09,0.0,[Fe/H],1.79,0.045,-0.046,0.0,2.45,0.09,-0.07,0.0,,,,,,,,,1.84,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h11m58.67s,137.9944736,-19d44m50.76s,-19.7474341,103.335,0.995,-0.995,5.72,0.03,-0.03,3.54,0.242,-0.242,5.45292,0.0021329,-0.0021329,2022-01-10,2021-12,2022-01-10
HD 82943 b,HD 82943,1,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed,0,<a refstr=BALUEV___BEAUG_EACUTE__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.439..673B/abstract target=ref> Baluev & Beaug&eacute; 2014</a>,441.47,0.35,-0.35,0.0,1.18306,0.00062,-0.00062,0.0,,,,,,,,,534.25,8.899,-8.899,0.0,1.681,0.028,-0.028,0.0,,,,,,,,,,,,,,,,,534.25,8.899,-8.899,0.0,1.681,0.028,-0.028,0.0,Mass,,,,,0.162,0.036,-0.036,0.0,,,,,,,,,90.0,,,0.0,,,,,,0.0,41.91,0.77,-0.77,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5935.0,124.44,-144.14,0.0,1.18,0.07,-0.05,0.0,1.08,0.12,-0.15,0.0,0.26,0.1,-0.1,0.0,[M/H],0.194,0.01,-0.015,0.0,4.33,0.09,-0.07,0.0,,,,,0.9206,0.2273,-0.1895,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h34m50.74s,143.7114034,-12d07m49.07s,-12.1302976,27.5902,0.0291,-0.029,6.54993,0.023,-0.023,5.105,0.018,-0.018,6.38964,0.000646,-0.000646,2014-05-14,2014-03,2014-05-14
HD 8326 b,HD 8326,1,1,1,Radial Velocity,2019,Las Campanas Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,158.991,1.44,-1.44,0.0,0.533,0.011,-0.011,0.0,,,,,,,,,,,,,,,,,66.6,19.6,-19.6,0.0,0.20955,0.06167,-0.06167,0.0,,,,,,,,,66.6,19.6,-19.6,0.0,0.20955,0.06167,-0.06167,0.0,Msini,,,,,0.2,0.11,-0.11,0.0,,,,,,,,,,,,,,,,,,0.0,9.36,2.72,-2.72,0.0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K2 V,4914.0,51.0,-32.0,0.0,,,,,0.8,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h22m07.55s,20.5314418,-26d53m38.64s,-26.8940678,30.6862,0.0442,-0.0441,8.76,0.03,-0.03,6.504,0.02,-0.02,8.47487,0.000365,-0.000365,2019-05-20,2019-06,2019-05-23
HD 99109 b,HD 99109,1,1,1,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,439.29999,5.6,-5.6,0.0,1.11,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,139.8452,25.4264,-25.4264,0.0,0.44,0.08,-0.08,0.0,,,,,,,,,139.8452,25.4264,-25.4264,0.0,0.44,0.08,-0.08,0.0,Msini,,,,,0.09,0.12,-0.12,0.0,,,,,,,,,,,,,,,,,,0.0,14.1,2.2,-2.2,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5282.0,32.0,-32.0,0.0,0.98,0.02,-0.02,0.0,0.76,0.1,-0.1,0.0,0.35,,,0.0,[Fe/H],,,,,4.34,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m17.17s,171.0715576,-01d31m47.14s,-1.529761,54.7901,0.1672,-0.1662,9.1,0.03,-0.03,7.162,0.024,-0.024,8.86823,0.000201,-0.000201,2018-09-04,2017-03,2018-09-06
HIP 14810 c,HIP 14810,1,1,3,Radial Velocity,2006,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,147.747,0.029,-0.029,0.0,0.549,0.034,-0.034,0.0,,,,,,,,,,,,,,,,,416.3573,57.2094,-57.2094,0.0,1.31,0.18,-0.18,0.0,,,,,,,,,416.3573,57.2094,-57.2094,0.0,1.31,0.18,-0.18,0.0,Msini,,,,,0.1566,0.0099,-0.0099,0.0,,,,,,,,,,,,,,,,,JD,0.0,50.91,0.45,-0.45,0.0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5,5544.0,,,0.0,1.07,0.08,-0.08,0.0,1.01,0.19,-0.19,0.0,0.24,,,0.0,[Fe/H],-0.01,0.06,-0.06,0.0,,,,,5.84,2.42,-2.42,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h11m14.23s,47.809275,+21d05m49.67s,21.0971302,50.48,0.1156,-0.1151,8.520001,0.03,-0.03,6.828,0.021,-0.021,8.33307,0.000415,-0.000415,2018-09-25,2018-11,2018-09-27
HIP 57274 d,HIP 57274,1,1,3,Radial Velocity,2011,W. M. Keck Observatory,Published Confirmed,0,<a refstr=FISCHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...21F/abstract target=ref> Fischer et al. 2012 </a>,431.7,8.5,-8.5,0.0,1.01,,,0.0,,,,,,,,,,,,,,,,,167.4,8.0,-8.0,0.0,0.5267,0.03,-0.03,0.0,,,,,,,,,167.4,8.0,-8.0,0.0,0.5267,0.03,-0.03,0.0,Msini,,,,,0.27,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,0.0,18.2,0.5,-0.5,0.0,<a refstr=FISCHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...21F/abstract target=ref> Fischer et al. 2012 </a>,K4 V,4640.0,100.0,-100.0,0.0,0.68,0.03,-0.03,0.0,0.73,0.05,-0.05,0.0,0.09,0.05,-0.05,0.0,[Fe/H],0.19,0.01,-0.01,0.0,4.71,0.1,-0.1,0.0,7.87,5.0,-5.0,0.0,,,,,0.5,0.5,-0.5,0.0,,,,,-4.7,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h44m40.93s,176.1705487,+30d57m27.53s,30.9576484,25.8618,0.0337,-0.0335,8.97,0.03,-0.03,6.286,0.021,-0.021,8.57069,0.000434,-0.000434,2015-03-26,2012-01,2015-03-26
