GJ 3512 c,GJ 3512,1,1,2,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,<a refstr=LOPEZ_SANTIAGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..273L/abstract target=ref>Lopez-Santiago et al. 2020</a>,1599.6,1.1,-0.8,0.0,1.292,0.003,-0.003,0.0,,,,,,,,,,,,,,,,,63.56568,3.17828,-3.17828,0.0,0.2,0.01,-0.01,0.0,,,,,,,,,63.56568,3.17828,-3.17828,0.0,0.2,0.01,-0.01,0.0,Msini,,,,,0.0183,0.0001,-0.0001,0.0,,,,,,,,,,,,,,,,,,0.0,15.1,0.2,-0.2,0.0,<a refstr=MORALES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019Sci...365.1441M/abstract target=ref>Morales et al. 2019</a>,M5.5 V,3081.0,51.0,-51.0,0.0,0.14,0.01,-0.01,0.0,0.12,0.01,-0.01,0.0,-0.07,0.16,-0.16,0.0,[Fe/H],-2.804,0.005,-0.006,0.0,,,,,5.5,2.5,-2.5,0.0,,,,,,,,,87.0,5.0,-5.0,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.48637,0.00857,-0.00856,15.18,0.2,-0.2,8.668,0.021,-0.021,13.1117,0.000961,-0.000961,2022-07-18,2020-12,2022-07-18
GJ 414 A c,GJ 414 A,1,2,2,Radial Velocity,2021,W. M. Keck Observatory,Published Confirmed,0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,749.83,4.35,-3.63,0.0,1.4,0.055,-0.06,0.0,8.4,3.6,-2.5,0.0,0.749,0.321,-0.223,0.0,,,,,,,,,53.83,9.18,-8.58,0.0,0.16937,0.02888,-0.027,0.0,,,,,,,,,53.83,9.18,-8.58,0.0,0.16937,0.02888,-0.027,0.0,Msini,,,,,0.105,0.11,-0.703,0.0,,,,,125.0,14.0,-14.0,0.0,,,,,,,,,BJD-TDB,0.0,5.14,0.74,-0.72,0.0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,K7 V,4120.0,109.0,-109.0,0.0,0.68,0.14,-0.14,0.0,0.65,0.08,-0.08,0.0,0.24,0.1,-0.1,0.0,[Fe/H],-0.924,0.045,-0.05,0.0,4.65,0.04,-0.04,0.0,12.4,5.2,-5.2,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893,0.0067,-0.0067,8.31,0.03,-0.03,4.979,0.018,-0.018,7.72808,0.000672,-0.000672,2021-03-25,2021-02,2021-04-01
GJ 849 b,GJ 849,1,1,2,Radial Velocity,2006,W. M. Keck Observatory,Published Confirmed,0,<a refstr=PINAMONTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604419P/abstract target=ref>Pinamonti et al. 2023</a>,1925.31,6.5,-6.5,0.0,2.32,0.11,-0.13,0.0,,,,,,,,,,,,,,,,,283.82077,29.87587,-30.82936,0.0,0.893,0.094,-0.097,0.0,,,,,,,,,283.82077,29.87587,-30.82936,0.0,0.893,0.094,-0.097,0.0,Msini,,,,,0.029,0.019,-0.019,0.0,,,,,,,,,,,,,2453906.0,12.0,-11.0,0.0,BJD,0.0,24.85,0.61,-0.63,0.0,<a refstr=PINAMONTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604419P/abstract target=ref>Pinamonti et al. 2023</a>,M3.5,3467.0,68.0,-68.0,0.0,0.45,0.07,-0.07,0.0,0.45,0.07,-0.07,0.0,0.09,0.09,-0.09,0.0,[Fe/H],-1.59,0.13,-0.13,0.0,4.8,0.07,-0.07,0.0,,,,,,,,,,,,,40.45,0.19,-0.18,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h09m41.52s,332.4229938,-04d38m26.99s,-4.6408317,8.80058,0.003615,-0.003615,10.41,0.1,-0.1,5.594,0.017,-0.017,9.2245,0.000651,-0.000651,2023-07-10,2023-06,2023-07-10
GJ 896 A b,GJ 896 A,1,2,1,Astrometry,2022,Very Long Baseline Array,Published Confirmed,0,<a refstr=CURIEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...93C/abstract target=ref>Curiel et al. 2022</a>,284.39,1.47,-1.47,0.0,0.63965,0.00067,-0.00067,0.0,,,,,,,,,718.2922,181.16219,-181.16219,0.0,2.26,0.57,-0.57,0.0,,,,,,,,,,,,,,,,,718.2922,181.16219,-181.16219,0.0,2.26,0.57,-0.57,0.0,Mass,,,,,0.35,0.19,-0.19,0.0,,,,,,,,,69.2,25.61,-25.61,0.0,,,,,JD,0.0,,,,,<a refstr=CURIEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...93C/abstract target=ref>Curiel et al. 2022</a>,M3.5 V,,,,,,,,,0.44,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h31m52.81s,352.9700384,+19d56m13.20s,19.9370011,6.26022,0.003265,-0.003265,10.05,0.1,-0.1,5.326,0.018,-0.018,9.03758,0.000673,-0.000673,2022-09-14,2022-09,2022-09-14
HD 100777 b,HD 100777,1,1,1,Radial Velocity,2007,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,383.70001,1.2,-1.2,0.0,1.03,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,327.3649,12.7132,-12.7132,0.0,1.03,0.04,-0.04,0.0,,,,,,,,,327.3649,12.7132,-12.7132,0.0,1.03,0.04,-0.04,0.0,Msini,,,,,0.36,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,0.0,34.9,0.8,-0.8,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5533.0,3.0,-3.0,0.0,1.04,0.02,-0.02,0.0,0.83,0.04,-0.04,0.0,0.25,,,0.0,[Fe/H],,,,,4.32,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m51.51s,173.9646303,-04d45m19.95s,-4.7555425,49.5336,0.1459,-0.1451,8.42,0.03,-0.03,6.735,0.026,-0.026,8.2387,0.000329,-0.000329,2018-09-04,2017-03,2018-09-06
HD 10180 g,HD 10180,1,1,6,Radial Velocity,2010,La Silla Observatory,Published Confirmed,0,<a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>,604.67,10.42,-10.42,0.0,1.427,0.028,-0.028,0.0,,,,,,,,,,,,,,,,,23.26516,4.38605,-4.38605,0.0,0.0732,0.0138,-0.0138,0.0,,,,,,,,,23.26516,4.38605,-4.38605,0.0,0.0732,0.0138,-0.0138,0.0,Msini,,,,,0.263,0.152,-0.152,0.0,,,,,,,,,,,,,,,,,BJD,0.0,1.754,0.38,-0.38,0.0,<a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>,,5911.0,19.0,-19.0,0.0,1.11,0.04,-0.04,0.0,1.06,0.05,-0.05,0.0,0.08,0.01,-0.01,0.0,[Fe/H],,,,,4.39,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607,0.0387,-0.0386,7.33,0.03,-0.03,5.868,0.018,-0.018,7.17261,0.000183,-0.000183,2015-06-24,2014-09,2015-06-25
HD 10442 b,HD 10442,1,1,1,Radial Velocity,2014,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,1032.3,8.9,-8.9,0.0,2.01,0.12,-0.12,0.0,,,,,,,,,,,,,,,,,472.61321,24.15508,-24.15508,0.0,1.487,0.076,-0.076,0.0,,,,,,,,,472.61321,24.15508,-24.15508,0.0,1.487,0.076,-0.076,0.0,Msini,,,,,0.132,0.044,-0.044,0.0,,,,,,,,,,,,,,,,,JD,0.0,29.9,1.6,-1.6,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4912.0,,,0.0,1.97,,,0.0,1.01,,,0.0,,,,,,,,,,3.19,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h41m53.17s,25.471524,+02d42m15.91s,2.7044193,135.374,1.3395,-1.3395,7.828,0.002,-0.002,5.59,0.016,-0.016,7.57742,0.000373,-0.000373,2018-12-03,2019-04,2018-12-06
HD 10647 b,HD 10647,1,1,1,Radial Velocity,2006,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,989.2,8.1,-8.1,0.0,2.015,0.011,-0.011,0.0,,,,,,,,,,,,,,,,,298.75,25.43,-25.43,0.0,0.94,0.08,-0.08,0.0,,,,,,,,,298.75,25.43,-25.43,0.0,0.94,0.08,-0.08,0.0,Msini,,,,,0.15,0.08,-0.08,0.0,,,,,,,,,,,,,,,,,,0.0,18.1,1.7,-1.7,0.0,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,F9 V,6218.0,20.0,-20.0,0.0,1.1,0.02,-0.02,0.0,1.11,0.02,-0.02,0.0,0.0,0.01,-0.01,0.0,[Fe/H],0.149,,,0.0,4.62,0.04,-0.04,0.0,1.4,0.9,-0.9,0.0,,,,,4.9,,,0.0,,,,,27.68,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h42m29.60s,25.6233526,-53d44m28.63s,-53.7412852,17.3357,0.0223,-0.0223,5.52,0.03,-0.03,4.34,0.276,-0.276,5.38178,0.0018465,-0.0018465,2014-05-14,2013-03,2014-05-14
HD 108341 b,HD 108341,1,2,1,Radial Velocity,2014,La Silla Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,1129.0,6.0,-8.0,0.0,2.0,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,1112.4,1080.6,-381.4,0.0,3.5,3.4,-1.2,0.0,,,,,,,,,1112.4,1080.6,-381.4,0.0,3.5,3.4,-1.2,0.0,Msini,,,,,0.85,0.09,-0.08,0.0,,,,,,,,,,,,,,,,,,0.0,144.0,311.0,-66.0,0.0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,K2 V,5122.0,79.0,-79.0,0.0,0.79,0.03,-0.03,0.0,0.84,0.02,-0.02,0.0,0.04,0.06,-0.06,0.0,[Fe/H],,,,,4.45,0.14,-0.14,0.0,4.9,4.1,-4.1,0.0,,,,,2.0,,,1.0,,,,,56.7,3.0,-4.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m31.00s,186.8791724,-71d25m20.96s,-71.4224896,48.9102,0.0618,-0.0615,9.38,0.03,-0.03,7.326,0.021,-0.021,9.14337,0.000194,-0.000194,2015-01-08,2015-04,2015-01-08
HD 108863 b,HD 108863,1,1,1,Radial Velocity,2011,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,437.7,2.8,-2.8,0.0,1.32,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,767.24162,24.79074,-24.79074,0.0,2.414,0.078,-0.078,0.0,,,,,,,,,767.24162,24.79074,-24.79074,0.0,2.414,0.078,-0.078,0.0,Msini,,,,,0.032,0.027,-0.027,0.0,,,,,,,,,,,,,,,,,JD,0.0,47.4,1.5,-1.5,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4878.0,,,0.0,5.74,,,0.0,1.59,,,0.0,,,,,,,,,,3.07,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h30m19.83s,187.5826081,+21d56m53.16s,21.9480993,164.742,1.3265,-1.3265,7.71,0.03,-0.03,5.392,0.023,-0.023,7.45422,0.00019,-0.00019,2018-12-03,2019-04,2018-12-06
HD 108874 b,HD 108874,1,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,394.48123,0.6,-0.6,0.0,1.04,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,451.3186,28.6047,-28.6047,0.0,1.42,0.09,-0.09,0.0,,,,,,,,,451.3186,28.6047,-28.6047,0.0,1.42,0.09,-0.09,0.0,Msini,,,,,0.13,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,0.0,37.3,1.1,-1.1,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5600.0,37.0,-37.0,0.0,1.05,0.02,-0.02,0.0,1.1,0.09,-0.09,0.0,0.26,,,0.0,[Fe/H],,,,,4.44,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h30m27.02s,187.6126029,+22d52m45.98s,22.8794399,59.5175,0.1585,-0.1576,8.76,0.03,-0.03,7.06,0.024,-0.024,8.57502,0.000319,-0.000319,2018-09-04,2017-03,2018-09-06
HD 108874 c,HD 108874,1,1,2,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,1624.0,23.0,-23.0,0.0,2.659,0.06,-0.06,0.0,,,,,,,,,,,,,,,,,314.64,19.07,-19.07,0.0,0.99,0.06,-0.06,0.0,,,,,,,,,314.64,19.07,-19.07,0.0,0.99,0.06,-0.06,0.0,Msini,,,,,0.239,0.031,-0.031,0.0,,,,,,,,,,,,,,,,,,0.0,18.2,0.7,-0.7,0.0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,G5,5551.0,44.0,-44.0,0.0,,,,,0.95,0.04,-0.04,0.0,0.19,0.03,-0.03,0.0,[Fe/H],,,,,,,,,,,,,,,,,2.2,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h30m27.02s,187.6126029,+22d52m45.98s,22.8794399,59.5175,0.1585,-0.1576,8.76,0.03,-0.03,7.06,0.024,-0.024,8.57502,0.000319,-0.000319,2014-05-14,2009-05,2014-05-14
HD 109286 b,HD 109286,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,Published Confirmed,0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,520.1,2.3,-2.3,0.0,1.259,0.021,-0.022,0.0,,,,,,,,,,,,,,,,,950.30694,47.67426,-47.67426,0.0,2.99,0.15,-0.15,0.0,,,,,,,,,950.30694,47.67426,-47.67426,0.0,2.99,0.15,-0.15,0.0,Msini,,,,,0.338,0.034,-0.035,0.0,0.71,0.06,-0.06,0.0,259.0,6.0,-6.0,0.0,,,,,,,,,BJD,0.0,81.6,2.8,-2.7,0.0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,G4 V,5694.0,23.0,-23.0,0.0,1.09,0.04,-0.04,0.0,0.98,0.05,-0.05,0.0,0.05,0.02,-0.02,0.0,[Fe/H],,,,,4.44,0.04,-0.04,0.0,,,,,,,,,3.8,1.0,-1.0,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h33m35.00s,188.3958418,+07d16m51.26s,7.2809064,55.4156,0.157,-0.1562,8.78,0.03,-0.03,7.162,0.029,-0.029,8.61599,0.000595,-0.000595,2021-07-26,2021-09,2021-07-26
HD 111591 b,HD 111591,1,1,1,Radial Velocity,2017,Multiple Observatories,Published Confirmed,0,<a refstr=JEONG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A...3J/abstract target=ref>Jeong et al. 2018</a>,1056.4,14.3,-14.3,0.0,2.5,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,1398.452,127.132,-127.132,0.0,4.4,0.4,-0.4,0.0,,,,,,,,,1398.452,127.132,-127.132,0.0,4.4,0.4,-0.4,0.0,Msini,,,,,0.26,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,JD,0.0,59.0,3.0,-3.0,0.0,<a refstr=JEONG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A...3J/abstract target=ref>Jeong et al. 2018</a>,,4884.0,30.0,-30.0,0.0,8.03,0.49,-0.49,0.0,1.94,0.07,-0.07,0.0,0.07,0.04,-0.04,0.0,[Fe/H],1.581,,,0.0,3.1,0.1,-0.1,0.0,1.41,0.14,-0.14,0.0,,,,,3.1,0.5,-0.5,0.0,,,,,5.67,0.17,-0.17,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h50m17.41s,192.5725483,+22d51m47.26s,22.8631285,114.166,0.702,-0.693,6.417,0.0459,-0.0459,,,,6.15212,0.0005252,-0.0005252,2017-11-28,2018-02,2017-11-30
HD 111998 b,HD 111998,1,1,1,Radial Velocity,2016,La Silla Observatory,Published Confirmed,0,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,825.9,6.2,-6.2,0.0,1.82,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,1433.4133,158.915,-158.915,0.0,4.51,0.5,-0.5,0.0,,,,,,,,,1433.4133,158.915,-158.915,0.0,4.51,0.5,-0.5,0.0,Msini,,,,,0.03,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,BJD,0.0,87.6,3.4,-3.4,0.0,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,F5 V,6557.0,96.0,-96.0,0.0,1.45,0.07,-0.07,0.0,1.18,0.12,-0.12,0.0,0.07,,,0.0,[Fe/H],,,,,4.19,0.11,-0.11,0.0,1.9,0.6,-0.7,0.0,,,,,20.0,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h53m10.88s,193.2953521,-03d33m11.21s,-3.5531133,33.2237,0.0603,-0.06,6.11006,0.023,-0.023,4.993,0.023,-0.023,5.99548,0.0005476,-0.0005476,2016-09-06,2017-03,2016-09-08
HD 113337 b,HD 113337,1,1,2,Radial Velocity,2013,Haute-Provence Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,317.58639,1.62423,-1.4301,0.0,1.022,0.055,-0.062,0.0,,,,,,,,,,,,,,,,,1035.80278,119.82131,-129.99182,0.0,3.259,0.377,-0.409,0.0,,,,,,,,,1035.80278,119.82131,-129.99182,0.0,3.259,0.377,-0.409,0.0,Msini,,,,,0.28,0.036,-0.041,0.0,,,,,,,,,,,,,,,,,BJD,0.0,80.273,3.964,-3.947,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,1.41,0.24,-0.24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h01m46.52s,195.4438496,+63d36m37.18s,63.610328,36.18,0.0565,-0.0563,6.02078,0.023,-0.023,5.005,0.017,-0.017,5.91168,0.0006867,-0.0006867,2023-06-14,2022-09,2023-06-14
HD 113538 b,HD 113538,1,1,2,Radial Velocity,2010,La Silla Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,663.2,8.4,-7.4,0.0,1.24,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,114.41,12.71,-12.71,0.0,0.36,0.04,-0.04,0.0,,,,,,,,,114.41,12.71,-12.71,0.0,0.36,0.04,-0.04,0.0,Msini,,,,,0.14,0.08,-0.08,0.0,,,,,,,,,,,,,,,,,,0.0,12.2,1.1,-1.1,0.0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,K9 V,4462.0,145.0,-145.0,0.0,0.53,0.02,-0.02,0.0,0.58,0.05,-0.05,0.0,-0.24,0.06,-0.06,0.0,[Fe/H],,,,,3.79,0.53,-0.53,0.0,4.3,4.0,-4.0,0.0,,,,,2.0,,,1.0,,,,,39.2,0.6,-0.6,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h04m56.14s,196.233933,-52d26m46.86s,-52.4463502,16.2817,0.0139,-0.014,9.05,0.03,-0.03,5.637,0.024,-0.024,8.4428,0.000538,-0.000538,2015-01-08,2015-04,2015-01-08
HD 113538 c,HD 113538,1,1,2,Radial Velocity,2010,La Silla Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,1818.0,25.0,-22.0,0.0,2.44,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,295.57,19.07,-19.07,0.0,0.93,0.06,-0.06,0.0,,,,,,,,,295.57,19.07,-19.07,0.0,0.93,0.06,-0.06,0.0,Msini,,,,,0.2,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,0.0,22.6,0.8,-0.8,0.0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,K9 V,4462.0,145.0,-145.0,0.0,0.53,0.02,-0.02,0.0,0.58,0.05,-0.05,0.0,-0.24,0.06,-0.06,0.0,[Fe/H],,,,,3.79,0.53,-0.53,0.0,4.3,4.0,-4.0,0.0,,,,,2.0,,,1.0,,,,,39.2,0.6,-0.6,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h04m56.14s,196.233933,-52d26m46.86s,-52.4463502,16.2817,0.0139,-0.014,9.05,0.03,-0.03,5.637,0.024,-0.024,8.4428,0.000538,-0.000538,2015-01-08,2015-04,2015-01-08
HD 114386 b,HD 114386,1,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,937.70001,16.0,-16.0,0.0,1.73,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,362.3262,41.3179,-41.3179,0.0,1.14,0.13,-0.13,0.0,,,,,,,,,362.3262,41.3179,-41.3179,0.0,1.14,0.13,-0.13,0.0,Msini,,,,,0.23,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,,0.0,34.3,1.6,-1.6,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4836.0,18.0,-18.0,0.0,0.76,0.02,-0.02,0.0,0.6,0.09,-0.09,0.0,-0.05,,,0.0,[Fe/H],,,,,4.45,0.06,-0.06,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h10m39.65s,197.6652124,-35d03m22.25s,-35.0561807,27.9243,0.0404,-0.0404,8.73,0.03,-0.03,6.351,0.018,-0.018,8.41823,0.000345,-0.000345,2018-09-04,2017-03,2018-09-06
